"req;ref","opt;int","req;str","ref","ref","req;ref","opt;str","req;ctrl list","req;bool","req;bool","req;bool","opt;str","opt;sub type","opt;sub type","opt;sub type","opt;sub type","opt;ref","opt;ref","opt;sub typee","opt;sub type","opt;sub type","opt;sub type","← delete this row before ingest"
"parent","position","title","repository","parent","resource","component_id","level","publish","suppressed","restrictions_apply","repository_processing_note","lang_materials","dates","extents","linked_agents","accession_links","subjects","digital_objects","singlepart_note","multipart_note","instances",
